Chamber,Type,Temperature,Humidity,Status,Size,Gap,Ramp_Rate
Chamber 31,Temp,85,50,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,85,55,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,85,60,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,85,65,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,85,70,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,85,75,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,85,80,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,85,85,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,85,90,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,85,95,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,85,96,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,85,97,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,85,98,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,85,99,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,85,100,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,0,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,1,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,2,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,3,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,4,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,5,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,10,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,15,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,20,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,25,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,30,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,35,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,40,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,45,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,50,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,55,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,60,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,65,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,70,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,75,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,80,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,85,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,90,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,95,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,96,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,97,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,98,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,99,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,90,100,NOT DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,0,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,1,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,2,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,3,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,4,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,5,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,10,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,15,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,20,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,25,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,30,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,35,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,40,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,45,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,50,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,55,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,60,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,65,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,70,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,75,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,80,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,85,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,90,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,95,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,96,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,97,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,98,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,99,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,95,100,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,0,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,1,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,2,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,3,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,4,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,5,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,10,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,15,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,20,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,25,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,30,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,35,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,40,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,45,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,50,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,55,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,60,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,65,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,70,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,75,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,80,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,85,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,90,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,95,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,96,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,97,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,98,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,99,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,96,100,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,0,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,1,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,2,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,3,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,4,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,5,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,10,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,15,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,20,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,25,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,30,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,35,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,40,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,45,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,50,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,55,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,60,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,65,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,70,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,75,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,80,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,85,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,90,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,95,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,96,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,97,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,98,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,99,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,97,100,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,0,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,1,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,2,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,3,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,4,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,5,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,10,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,15,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,20,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,25,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,30,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,35,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,40,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,45,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,50,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,55,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,60,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,65,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,70,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,75,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,80,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,85,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,90,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,95,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,96,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,97,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,98,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,99,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,98,100,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,0,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,1,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,2,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,3,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,4,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,5,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,10,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,15,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,20,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,25,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,30,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,35,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,40,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,45,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,50,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,55,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,60,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,65,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,70,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,75,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,80,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,85,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,90,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,95,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,96,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,97,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,98,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,99,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,99,100,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,0,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,1,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,2,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,3,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,4,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,5,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,10,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,15,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,20,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,25,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,30,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,35,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,40,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,45,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,50,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,55,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,60,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,65,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,70,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,75,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,80,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,85,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,90,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,95,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,96,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,97,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,98,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,99,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 31,Temp,100,100,DOABLE,28x24x26,4x4x4,Fast Ramp
Chamber 34,Temp,-60,0,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,1,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,2,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,3,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,4,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,5,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,10,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,15,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,20,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,25,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,30,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,35,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,40,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,45,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,50,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,55,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,60,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,65,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,70,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,75,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,80,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,85,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,90,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,95,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,96,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,97,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,98,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,99,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-60,100,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,0,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,1,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,2,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,3,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,4,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,5,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,10,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,15,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,20,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,25,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,30,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,35,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,40,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,45,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,50,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,55,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,60,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,65,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,70,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,75,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,80,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,85,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,90,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,95,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,96,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,97,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,98,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,99,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-55,100,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,0,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,1,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,2,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,3,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,4,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,5,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,10,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,15,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,20,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,25,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,30,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,35,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,40,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,45,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,50,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,55,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,60,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,65,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,70,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,75,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,80,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,85,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,90,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,95,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,96,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,97,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,98,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,99,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-50,100,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,0,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,1,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,2,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,3,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,4,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,5,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,10,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,15,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,20,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,25,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,30,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,35,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,40,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,45,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,50,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,55,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,60,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,65,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,70,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,75,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,80,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,85,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,90,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,95,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,96,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,97,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,98,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,99,DOABLE,28x26x34,4x4x5,1.0C/Min
Chamber 34,Temp,-45,100,DOABLE,28x26x34,4x4x5,1.0C/Min
